Id,Name,LastName,FirstName,Gender,RankName,Department,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalPatentCount,TotalCourseCount,Race
14755,"HOCKFIELD, SUSAN",HOCKFIELD,SUSAN,Female,Professor,Brain and Cognitive Sciences,10,0,0,0,2,PCTWHITE
5780,"HOGAN, NEVILLE",HOGAN,NEVILLE,Male,Professor,Brain and Cognitive Sciences,86,73,15,8,2,PCTWHITE
5780,"HOGAN, NEVILLE",HOGAN,NEVILLE,Male,Professor,Mechanical Engineering,86,73,15,8,2,PCTWHITE
10405,"JAZAYERI, MEHRDAD",JAZAYERI,MEHRDAD,Female,Associate,Brain and Cognitive Sciences,45,0,5,0,1,PCTWHITE
5915,"KANWISHER, NANCY",KANWISHER,NANCY,Female,Professor,Brain and Cognitive Sciences,224,9,23,0,1,PCTWHITE
16145,"LEVY, ROGER P",LEVY,ROGER,Male,Associate,Brain and Cognitive Sciences,43,28,4,1,2,PCTWHITE
7300,"MANSINGHKA, VIKASH K",MANSINGHKA,VIKASH,Male,Other,Brain and Cognitive Sciences,8,6,4,2,0,PCTWHITE
1030,"MCDERMOTT, JOSHUA HARTMAN",MCDERMOTT,JOSHUA,Male,Associate,Brain and Cognitive Sciences,81,12,5,0,2,PCTWHITE
7680,"MILLER, EARL K",MILLER,EARL,Female,Professor,Brain and Cognitive Sciences,101,3,19,3,0,PCTWHITE
8470,"PANTAZIS, DIMITRIOS",PANTAZIS,DIMITRIOS,Male,Other,Brain and Cognitive Sciences,75,25,2,0,0,PCTWHITE
2375,"POGGIO, TOMASO A",POGGIO,TOMASO,Male,Professor,Brain and Cognitive Sciences,77,24,34,9,2,PCTWHITE
7885,"PRELEC, DRAZEN",PRELEC,DRAZEN,Male,Professor,Brain and Cognitive Sciences,36,0,6,0,3,PCTWHITE
23620,"RAKHLIN, ALEXANDER",RAKHLIN,ALEXANDER,Male,Associate,Brain and Cognitive Sciences,16,14,4,0,2,PCTWHITE
19025,"RAND, DAVID GERTLER",RAND,DAVID,Male,Associate,Brain and Cognitive Sciences,223,8,3,0,5,PCTWHITE
1035,"ROSENHOLTZ, RUTH ELLEN",ROSENHOLTZ,RUTH,Female,Other,Brain and Cognitive Sciences,83,9,5,5,0,PCTWHITE
4975,"SAXE, REBECCA R",SAXE,REBECCA,Female,Professor,Brain and Cognitive Sciences,145,1,6,0,0,PCTWHITE
7290,"SCHULZ, LAURA E",SCHULZ,LAURA,Female,Professor,Brain and Cognitive Sciences,61,0,3,0,2,PCTWHITE
7690,"SHENG, MORGAN HWA-TZE",SHENG,MORGAN,Female,Professor,Brain and Cognitive Sciences,133,0,2,0,0,PCTAPI
7890,"SINHA, PAWAN",SINHA,PAWAN,Male,Professor,Brain and Cognitive Sciences,135,8,5,4,3,PCTAPI
6965,"SLOTINE, JEAN-JACQUES E",SLOTINE,JEAN-JACQUES,Female,Professor,Brain and Cognitive Sciences,94,63,2,7,2,PCTWHITE
6965,"SLOTINE, JEAN-JACQUES E",SLOTINE,JEAN-JACQUES,Female,Professor,Mechanical Engineering,94,63,2,7,2,PCTWHITE
2800,"SUR, MRIGANKA",SUR,MRIGANKA,Female,Professor,Brain and Cognitive Sciences,125,12,38,5,1,PCTAPI
4970,"TENENBAUM, JOSHUA B",TENENBAUM,JOSHUA,Male,Professor,Brain and Cognitive Sciences,133,41,21,0,2,PCTWHITE
3290,"TSAI, LI-HUEI",TSAI,LI-HUEI,Female,Professor,Brain and Cognitive Sciences,202,1,39,19,1,PCTAPI
2805,"TYE, KAY M",TYE,KAY,Female,Associate,Brain and Cognitive Sciences,66,1,7,0,0,PCTWHITE
8760,"ULLMAN, SHIMON",ULLMAN,SHIMON,Male,Other,Brain and Cognitive Sciences,45,26,1,0,1,PCTWHITE
23920,"WANG, FAN",WANG,FAN,Female,Professor,Brain and Cognitive Sciences,228,1,5,0,0,PCTAPI
8755,"WICKERSHAM, IAN R",WICKERSHAM,IAN,Female,Other,Brain and Cognitive Sciences,37,0,8,0,0,PCTWHITE
8740,"XU, WEIFENG",XU,WEIFENG,Female,Assistant,Brain and Cognitive Sciences,43,0,2,0,0,PCTAPI
2405,"ZHANG, FENG",ZHANG,FENG,Male,Professor,Brain and Cognitive Sciences,609,21,0,153,1,PCTAPI
2435,"ANDERSON, DANIEL GRIFFITH",ANDERSON,DANIEL,Male,Associate,Chemical Engineering,527,3,10,105,4,PCTWHITE
1390,"ARMSTRONG, ROBERT C",ARMSTRONG,ROBERT,Male,Professor,Chemical Engineering,27,0,8,0,0,PCTWHITE
5475,"BARTON, PAUL I",BARTON,PAUL,Male,Professor,Chemical Engineering,166,23,9,1,4,PCTWHITE
5425,"BAZANT, MARTIN Z",BAZANT,MARTIN,Female,Professor,Chemical Engineering,229,7,8,9,3,PCTWHITE
2720,"BLANKSCHTEIN, EDMUNDO D",BLANKSCHTEIN,EDMUNDO,Female,Professor,Chemical Engineering,108,4,2,13,2,PCTWHITE
2335,"BRAATZ, RICHARD D",BRAATZ,RICHARD,Male,Professor,Chemical Engineering,293,0,0,0,0,PCTWHITE
7585,"BRUSHETT, FIKILE R",BRUSHETT,FIKILE,Female,Associate,Chemical Engineering,98,3,11,9,4,PCTWHITE
3225,"COHEN, ROBERT E",COHEN,ROBERT,Male,Other,Chemical Engineering,171,3,0,33,0,PCTWHITE
23705,"COLEY, CONNOR WILSON",COLEY,CONNOR,Male,Assistant,Chemical Engineering,40,1,0,2,3,PCTWHITE
6655,"COLTON, CLARK K",COLTON,CLARK,Male,Professor,Chemical Engineering,40,3,15,9,2,PCTWHITE
2250,"DOYLE, PATRICK S",DOYLE,PATRICK,Male,Professor,Chemical Engineering,243,12,13,26,10,PCTWHITE
23590,"FURST, ARIEL L",FURST,ARIEL,Female,Assistant,Chemical Engineering,27,0,1,2,6,PCTWHITE
23605,"GALLOWAY, KATE E",GALLOWAY,KATE,Female,Assistant,Chemical Engineering,6,0,0,1,5,PCTWHITE
3030,"GLEASON, KAREN K",GLEASON,KAREN,Female,Professor,Chemical Engineering,289,7,19,56,2,PCTWHITE
2330,"GREEN, WILLIAM H",GREEN,WILLIAM,Male,Professor,Chemical Engineering,209,20,22,3,4,PCTWHITE
1875,"HAMMOND, PAULA T",HAMMOND,PAULA,Female,Professor,Chemical Engineering,373,5,28,30,2,PCTWHITE
2415,"HATTON, TREVOR ALAN",HATTON,TREVOR,Male,Professor,Chemical Engineering,279,0,18,42,13,PCTWHITE
7650,"HERZOG, HOWARD J",HERZOG,HOWARD,Female,Other,Chemical Engineering,54,4,14,2,0,PCTWHITE
1695,"JENSEN, KLAVS F",JENSEN,KLAVS,Female,Professor,Chemical Engineering,293,5,30,59,4,PCTWHITE
1695,"JENSEN, KLAVS F",JENSEN,KLAVS,Female,Professor,Materials Science and Engineering,293,5,30,59,4,PCTWHITE
1915,"KULIK, HEATHER JANINE",KULIK,HEATHER,Female,Associate,Chemical Engineering,85,1,8,0,4,PCTWHITE
5585,"LOVE, JOHN C",LOVE,JOHN,Male,Professor,Chemical Engineering,184,2,32,46,5,PCTWHITE
15305,"MANTHIRAM, KARTHISH",MANTHIRAM,KARTHISH,Female,Assistant,Chemical Engineering,33,1,5,3,4,PCTWHITE
2615,"OLSEN, BRADLEY D",OLSEN,BRADLEY,Male,Associate,Chemical Engineering,144,0,17,8,4,PCTWHITE
2260,"PRATHER, KRISTALA L",PRATHER,KRISTALA,Female,Professor,Chemical Engineering,113,0,10,11,3,PCTWHITE
8000,"ROMAN, YURIY",ROMAN,YURIY,Female,Associate,Chemical Engineering,117,0,12,15,4,PCTHISPANIC
1360,"RUTLEDGE, GREGORY C",RUTLEDGE,GREGORY,Male,Professor,Chemical Engineering,166,2,9,10,5,PCTWHITE
9610,"SIKES JOHNSON, HADLEY",SIKES JOHNSON,HADLEY,Male,Associate,Chemical Engineering,67,0,4,14,2,PCTWHITE
15310,"SMITH, ZACHARY P",SMITH,ZACHARY,Male,Assistant,Chemical Engineering,55,0,2,8,4,PCTWHITE
5490,"STEPHANOPOULOS, GEORGE",STEPHANOPOULOS,GEORGE,Male,Other,Chemical Engineering,33,2,7,0,0,PCTWHITE
5480,"STEPHANOPOULOS, GREGORY",STEPHANOPOULOS,GREGORY,Male,Professor,Chemical Engineering,267,7,30,40,4,PCTWHITE
1380,"STRANO, MICHAEL S",STRANO,MICHAEL,Male,Professor,Chemical Engineering,366,6,27,25,5,PCTWHITE
10410,"SWAN, JAMES W",SWAN,JAMES,Male,Associate,Chemical Engineering,67,1,5,0,4,PCTWHITE
1850,"TISDALE, WILLIAM",TISDALE,WILLIAM,Male,Associate,Chemical Engineering,72,4,4,8,4,PCTWHITE
1885,"TROUT, BERNHARDT L",TROUT,BERNHARDT,Female,Professor,Chemical Engineering,173,0,6,18,1,PCTWHITE
7195,"VIRK, PREETINDER S",VIRK,PREETINDER,Female,Other,Chemical Engineering,6,0,0,0,0,PCTAPI
6135,"WANG, DANIEL I. C",WANG,DANIEL,Male,Professor,Chemical Engineering,82,1,5,12,0,PCTAPI
1700,"BAWENDI, MOUNGI G",BAWENDI,MOUNGI,Female,Professor,Chemistry,305,37,23,139,2,PCTWHITE
3300,"BUCHWALD, STEPHEN LEFFLER",BUCHWALD,STEPHEN,Male,Professor,Chemistry,377,1,20,36,2,PCTWHITE
1890,"CAO, JIANSHU",CAO,JIANSHU,Female,Professor,Chemistry,168,5,6,0,2,PCTAPI
7840,"CEYER, SYLVIA TERESSE",CEYER,SYLVIA,Female,Professor,Chemistry,7,0,10,1,1,PCTWHITE
4590,"CUMMINS, CHRISTOPHER C",CUMMINS,CHRISTOPHER,Male,Professor,Chemistry,166,3,18,6,3,PCTWHITE
3970,"DANHEISER, RICK LANE",DANHEISER,RICK,Female,Professor,Chemistry,38,0,8,0,0,PCTWHITE
1910,"DASARI, RAMACHANDRA RAO",DASARI,RAMACHANDRA,Female,Other,Chemistry,146,44,5,19,0,PCTAPI
2050,"DINCA, MIRCEA",DINCA,MIRCEA,Male,Associate,Chemistry,151,1,6,13,2,PCTWHITE
4530,"FIELD, ROBERT W",FIELD,ROBERT,Male,Professor,Chemistry,169,51,24,0,0,PCTWHITE
7405,"GRIFFIN, ROBERT GUY",GRIFFIN,ROBERT,Male,Professor,Chemistry,234,15,58,4,3,PCTWHITE
8020,"HONG, MEI",HONG,MEI,Female,Professor,Chemistry,182,0,7,0,1,PCTAPI
2340,"JAMISON, TIMOTHY F",JAMISON,TIMOTHY,Male,Professor,Chemistry,186,0,7,9,1,PCTWHITE
6040,"JOHNSON, JEREMIAH A",JOHNSON,JEREMIAH,Female,Associate,Chemistry,126,2,11,33,3,PCTWHITE
16680,"KIESSLING, LAURA L",KIESSLING,LAURA,Female,Professor,Chemistry,254,1,8,0,2,PCTWHITE
5950,"KLIBANOV, ALEXANDER M",KLIBANOV,ALEXANDER,Male,Other,Chemistry,76,1,7,3,0,PCTWHITE
7630,"KOOI, STEVEN E",KOOI,STEVEN,Male,Other,Chemistry,68,12,1,2,0,PCTWHITE
3285,"LIPPARD, STEPHEN J",LIPPARD,STEPHEN,Male,Other,Chemistry,343,0,36,22,0,PCTWHITE
24165,"MCGUIRE, BRETT A",MCGUIRE,BRETT,Female,Assistant,Chemistry,67,35,0,0,1,PCTWHITE
8275,"MOVASSAGHI, MOHAMMAD",MOVASSAGHI,MOHAMMAD,Female,Professor,Chemistry,86,0,11,10,3,PCTWHITE
1820,"NELSON, KEITH ADAM",NELSON,KEITH,Male,Professor,Chemistry,260,96,48,22,4,PCTWHITE
7955,"NOLAN, ELIZABETH MARIE",NOLAN,ELIZABETH,Female,Professor,Chemistry,94,0,10,3,1,PCTWHITE
3280,"PENTELUTE, BRADLEY L",PENTELUTE,BRADLEY,Male,Associate,Chemistry,125,1,9,22,3,PCTWHITE
18840,"RADOSEVICH, ALEXANDER T",RADOSEVICH,ALEXANDER,Male,Associate,Chemistry,43,0,5,0,2,PCTWHITE
18445,"RAINES, RONALD T",RAINES,RONALD,Female,Professor,Chemistry,291,4,7,63,6,PCTWHITE
15100,"SCHLAU-COHEN, GABRIELA S",SCHLAU-COHEN,GABRIELA,Female,Assistant,Chemistry,46,14,6,0,2,PCTWHITE
3845,"SCHROCK, RICHARD ROYCE",SCHROCK,RICHARD,Male,Other,Chemistry,222,2,26,40,0,PCTWHITE
14605,"SHALEK, ALEXANDER K",SHALEK,ALEXANDER,Male,Associate,Chemistry,135,9,20,24,3,PCTWHITE
10040,"SHOULDERS, MATTHEW D",SHOULDERS,MATTHEW,Male,Associate,Chemistry,41,1,7,3,1,PCTWHITE
6905,"SOLOMON, SUSAN",SOLOMON,SUSAN,Female,Professor,Chemistry,196,0,5,0,2,PCTWHITE
3785,"STUBBE, JOANNE",STUBBE,JOANNE,Female,Other,Chemistry,156,3,19,2,0,PCTWHITE
19470,"SUESS, DANIEL LEIF MIGDOW",SUESS,DANIEL,Male,Assistant,Chemistry,26,0,2,0,1,PCTWHITE
7775,"SURENDRANATH, YOGESH",SURENDRANATH,YOGESH,Female,Associate,Chemistry,73,4,12,8,5,PCTWHITE
1340,"SWAGER, TIMOTHY M",SWAGER,TIMOTHY,Male,Professor,Chemistry,382,13,59,73,1,PCTWHITE
1810,"VAN VOORHIS, TROY",VAN VOORHIS,TROY,Male,Professor,Chemistry,160,7,6,2,0,PCTWHITE
23735,"WANG, XIAO",WANG,XIAO,Female,Assistant,Chemistry,49,4,0,0,2,PCTAPI
23530,"WENDLANDT, ALISON",WENDLANDT,ALISON,Female,Assistant,Chemistry,13,0,0,0,1,PCTWHITE
2070,"WILLARD, ADAM P",WILLARD,ADAM,Male,Associate,Chemistry,61,0,5,0,1,PCTWHITE
19365,"ZHANG, BIN",ZHANG,BIN,Male,Assistant,Chemistry,139,10,3,0,3,PCTAPI
2045,"AMIN, SAURABH",AMIN,SAURABH,Male,Associate,Civil and Environmental Engineering,28,45,5,0,4,PCTAPI
2200,"BARNHART, CYNTHIA",BARNHART,CYNTHIA,Female,Professor,Civil and Environmental Engineering,49,4,20,0,0,PCTWHITE
2540,"BEN-AKIVA, MOSHE E",BEN-AKIVA,MOSHE,Male,Professor,Civil and Environmental Engineering,151,21,17,2,2,PCTWHITE
14570,"BOUROUIBA, LYDIA",BOUROUIBA,LYDIA,Female,Associate,Civil and Environmental Engineering,37,4,10,2,0,PCTWHITE
14570,"BOUROUIBA, LYDIA",BOUROUIBA,LYDIA,Female,Associate,Mechanical Engineering,37,4,10,2,0,PCTWHITE
3180,"BUEHLER, MARKUS J",BUEHLER,MARKUS,Male,Professor,Civil and Environmental Engineering,465,20,26,10,1,PCTWHITE
3310,"BUYUKOZTURK, ORAL",BUYUKOZTURK,ORAL,Female,Professor,Civil and Environmental Engineering,79,198,13,15,2,PCTWHITE
24025,"CARSTENSEN, JOSEPHINE VOIGT",CARSTENSEN,JOSEPHINE,Female,Assistant,Civil and Environmental Engineering,7,9,1,0,3,PCTWHITE
15230,"COHEN, TAL",COHEN,TAL,Female,Assistant,Civil and Environmental Engineering,35,0,3,0,0,PCTWHITE
15230,"COHEN, TAL",COHEN,TAL,Female,Assistant,Mechanical Engineering,35,0,3,0,0,PCTWHITE
14975,"CORDERO SANCHEZ, OTTO X",CORDERO SANCHEZ,OTTO,Male,Associate,Civil and Environmental Engineering,25,0,2,0,1,PCTWHITE
18370,"DES MARAIS, DAVID LEE",DES MARAIS,DAVID,Male,Assistant,Civil and Environmental Engineering,29,1,0,0,3,PCTWHITE
4475,"EINSTEIN, HERBERT H",EINSTEIN,HERBERT,Female,Professor,Civil and Environmental Engineering,80,9,13,0,2,PCTWHITE
1680,"ELTAHIR, ELFATIH A. B",ELTAHIR,ELFATIH,Female,Professor,Civil and Environmental Engineering,99,1,15,0,3,PCTWHITE
4915,"ENTEKHABI, DARA",ENTEKHABI,DARA,Female,Professor,Civil and Environmental Engineering,178,92,44,0,2,PCTWHITE
2725,"GSCHWEND, PHILIP M",GSCHWEND,PHILIP,Male,Professor,Civil and Environmental Engineering,45,1,27,1,2,PCTWHITE
5280,"HARVEY, CHARLES F",HARVEY,CHARLES,Male,Professor,Civil and Environmental Engineering,63,7,22,2,2,PCTWHITE
9350,"HEALD, COLETTE L",HEALD,COLETTE,Female,Professor,Civil and Environmental Engineering,136,1,9,0,2,PCTWHITE
14990,"JADBABAIE-MOGHADAM, ALI",JADBABAIE-MOGHADAM,ALI,Male,Professor,Civil and Environmental Engineering,44,130,12,0,1,PCTWHITE
2535,"JAILLET, PATRICK",JAILLET,PATRICK,Male,Professor,Civil and Environmental Engineering,57,39,10,0,2,PCTWHITE
2535,"JAILLET, PATRICK",JAILLET,PATRICK,Male,Professor,Electrical Engineering and Computer Sciences,57,39,10,0,2,PCTWHITE
5660,"JUANES, RUBEN",JUANES,RUBEN,Female,Professor,Civil and Environmental Engineering,138,36,9,0,2,PCTHISPANIC
4520,"KROLL, JESSE",KROLL,JESSE,Female,Professor,Civil and Environmental Engineering,179,3,23,0,3,PCTWHITE
19350,"LIEBERMAN, TAMI DANIELLE",LIEBERMAN,TAMI,Female,Assistant,Civil and Environmental Engineering,18,0,1,0,2,PCTWHITE
15105,"MARELLI, BENEDETTO",MARELLI,BENEDETTO,Female,Assistant,Civil and Environmental Engineering,73,3,5,15,3,PCTWHITE
15015,"MASIC, ADMIR",MASIC,ADMIR,Male,Assistant,Civil and Environmental Engineering,89,3,0,2,2,PCTWHITE
4465,"MCLAUGHLIN, DENNIS",MCLAUGHLIN,DENNIS,Male,Professor,Civil and Environmental Engineering,44,10,12,0,2,PCTWHITE
4445,"NEPF, HEIDI",NEPF,HEIDI,Female,Professor,Civil and Environmental Engineering,99,2,12,0,4,PCTWHITE
4285,"OCHSENDORF, JOHN A",OCHSENDORF,JOHN,Male,Professor,Civil and Environmental Engineering,40,12,1,0,5,PCTWHITE
9615,"OSORIO PIZANO, CAROLINA",OSORIO PIZANO,CAROLINA,Female,Associate,Civil and Environmental Engineering,29,3,3,0,0,PCTWHITE
23840,"PELLENQ, ROLAND J M",PELLENQ,ROLAND,Male,Other,Civil and Environmental Engineering,158,25,0,1,0,PCTWHITE
17425,"PLATA, DESIREE LOUISE",PLATA,DESIREE,Female,Assistant,Civil and Environmental Engineering,61,0,2,2,1,PCTHISPANIC
3810,"POLZ, MARTIN F",POLZ,MARTIN,Female,Professor,Civil and Environmental Engineering,99,1,13,0,0,PCTWHITE
19340,"SAAVEDRA SANCHEZ, SERGUEI",SAAVEDRA SANCHEZ,SERGUEI,Female,Assistant,Civil and Environmental Engineering,47,0,1,0,2,PCTWHITE
7375,"SHEFFI, YOSEF",SHEFFI,YOSEF,Female,Professor,Civil and Environmental Engineering,17,0,23,0,0,PCTWHITE
2185,"SIMCHI-LEVI, DAVID",SIMCHI-LEVI,DAVID,Male,Professor,Civil and Environmental Engineering,105,6,7,0,3,PCTWHITE
4415,"ULM, FRANZ-JOSEF",ULM,FRANZ-JOSEF,Male,Professor,Civil and Environmental Engineering,166,28,6,3,2,PCTWHITE
6195,"WHITTLE, ANDREW",WHITTLE,ANDREW,Male,Professor,Civil and Environmental Engineering,77,29,7,2,3,PCTWHITE
23955,"WILLIAMS, EARLE R",WILLIAMS,EARLE,Female,Other,Civil and Environmental Engineering,130,4,23,0,0,PCTWHITE
4825,"WILLIAMS, JOHN R",WILLIAMS,JOHN,Male,Professor,Civil and Environmental Engineering,68,22,3,3,2,PCTWHITE
24095,"WU, CATHY",WU,CATHY,Female,Assistant,Civil and Environmental Engineering,5,9,0,0,3,PCTAPI
7400,"ADALSTEINSSON, ELFAR",ADALSTEINSSON,ELFAR,Female,Professor,Electrical Engineering and Computer Sciences,102,16,21,13,2,PCTWHITE
1130,"AGARWAL, ANANT",AGARWAL,ANANT,Female,Professor,Electrical Engineering and Computer Sciences,25,41,12,20,0,PCTAPI
2080,"AKINWANDE, AKINTUNDE I",AKINWANDE,AKINTUNDE,Female,Professor,Electrical Engineering and Computer Sciences,58,53,25,16,2,PCTBLACK
1100,"AMARASINGHE, SAMAN P",AMARASINGHE,SAMAN,Female,Professor,Electrical Engineering and Computer Sciences,31,65,17,8,3,PCTWHITE
1560,"BALAKRISHNAN, HARI",BALAKRISHNAN,HARI,Female,Professor,Electrical Engineering and Computer Sciences,38,96,15,7,1,PCTAPI
1330,"BALDO, MARC A",BALDO,MARC,Male,Professor,Electrical Engineering and Computer Sciences,106,17,12,11,1,PCTWHITE
2350,"BARZILAY, REGINA",BARZILAY,REGINA,Male,Professor,Electrical Engineering and Computer Sciences,57,47,19,6,1,PCTWHITE
1325,"BERGGREN, KARL K",BERGGREN,KARL,Male,Professor,Electrical Engineering and Computer Sciences,187,66,31,18,2,PCTWHITE
2210,"BHATIA, SANGEETA N",BHATIA,SANGEETA,Female,Professor,Electrical Engineering and Computer Sciences,240,3,27,39,2,PCTAPI
1270,"BONING, DUANE S",BONING,DUANE,Female,Professor,Electrical Engineering and Computer Sciences,47,50,8,1,3,PCTWHITE
23910,"BOTTERUD, AUDUN",BOTTERUD,AUDUN,Female,Other,Electrical Engineering and Computer Sciences,67,36,2,0,0,PCTWHITE
3995,"BRAIDA, LOUIS D",BRAIDA,LOUIS,Male,Professor,Electrical Engineering and Computer Sciences,42,1,26,1,0,PCTWHITE
1345,"BULOVIC, VLADIMIR",BULOVIC,VLADIMIR,Female,Professor,Electrical Engineering and Computer Sciences,204,52,14,70,2,PCTWHITE
3660,"CHAN, VINCENT W. S",CHAN,VINCENT,Male,Professor,Electrical Engineering and Computer Sciences,114,102,27,5,1,PCTAPI
1110,"CHANDRAKASAN, ANANTHA P",CHANDRAKASAN,ANANTHA,Female,Professor,Electrical Engineering and Computer Sciences,134,203,11,24,0,PCTWHITE
1200,"CHLIPALA, ADAM",CHLIPALA,ADAM,Male,Associate,Electrical Engineering and Computer Sciences,23,39,10,0,2,PCTWHITE
2575,"CHUANG, ISAAC",CHUANG,ISAAC,Male,Professor,Electrical Engineering and Computer Sciences,103,17,26,9,2,PCTAPI
2575,"CHUANG, ISAAC",CHUANG,ISAAC,Male,Professor,Physics,103,17,26,9,2,PCTAPI
3200,"CLARK, DAVID D",CLARK,DAVID,Male,Other,Electrical Engineering and Computer Sciences,25,3,34,0,0,PCTWHITE
4235,"DAHLEH, MUNTHER A",DAHLEH,MUNTHER,Male,Professor,Electrical Engineering and Computer Sciences,62,101,36,4,0,PCTWHITE
1285,"DANIEL, LUCA",DANIEL,LUCA,Male,Professor,Electrical Engineering and Computer Sciences,54,69,4,5,2,PCTWHITE
7770,"DASKALAKIS, KONSTANTINOS",DASKALAKIS,KONSTANTINOS,Female,Professor,Electrical Engineering and Computer Sciences,27,67,6,0,2,PCTWHITE
4315,"DAVIS, RANDALL",DAVIS,RANDALL,Female,Professor,Electrical Engineering and Computer Sciences,23,53,18,6,3,PCTWHITE
1265,"DEL ALAMO, JESUS A",DEL ALAMO,JESUS,Male,Professor,Electrical Engineering and Computer Sciences,135,91,9,3,2,PCTWHITE
1535,"DEMAINE, ERIK D",DEMAINE,ERIK,Male,Professor,Electrical Engineering and Computer Sciences,176,158,17,3,2,PCTWHITE
1080,"DEVADAS, SRINIVAS",DEVADAS,SRINIVAS,Male,Professor,Electrical Engineering and Computer Sciences,62,105,23,9,2,PCTWHITE
1020,"DURAND, FREDERIC",DURAND,FREDERIC,Female,Professor,Electrical Engineering and Computer Sciences,132,105,7,31,4,PCTWHITE
2085,"ENGLUND, DIRK R",ENGLUND,DIRK,Male,Associate,Electrical Engineering and Computer Sciences,209,194,40,44,2,PCTWHITE
4870,"FISHER, JOHN W",FISHER,JOHN,Male,Other,Electrical Engineering and Computer Sciences,37,129,12,4,0,PCTWHITE
1025,"FREEMAN, WILLIAM T",FREEMAN,WILLIAM,Male,Other,Electrical Engineering and Computer Sciences,78,112,12,20,1,PCTWHITE
2745,"FUJIMOTO, JAMES G",FUJIMOTO,JAMES,Male,Professor,Electrical Engineering and Computer Sciences,367,134,57,24,2,PCTAPI
1520,"GIFFORD, DAVID K",GIFFORD,DAVID,Male,Professor,Electrical Engineering and Computer Sciences,94,18,38,3,0,PCTWHITE
2315,"GLASS, JAMES R",GLASS,JAMES,Male,Other,Electrical Engineering and Computer Sciences,37,165,14,7,1,PCTWHITE
4335,"GOLDWASSER, SHAFRIRA",GOLDWASSER,SHAFRIRA,Female,Professor,Electrical Engineering and Computer Sciences,12,49,13,1,1,PCTWHITE
5570,"GOLLAND, POLINA",GOLLAND,POLINA,Female,Professor,Electrical Engineering and Computer Sciences,70,87,27,0,1,PCTWHITE
3120,"GRAY, MARTHA L",GRAY,MARTHA,Female,Professor,Electrical Engineering and Computer Sciences,28,2,40,0,2,PCTWHITE
5090,"GRIMSON, WILLIAM E",GRIMSON,WILLIAM,Male,Professor,Electrical Engineering and Computer Sciences,20,36,39,2,5,PCTWHITE
1510,"GUTTAG, JOHN V",GUTTAG,JOHN,Male,Professor,Electrical Engineering and Computer Sciences,44,42,24,8,8,PCTWHITE
14865,"HAN, RUONAN",HAN,RUONAN,Female,Associate,Electrical Engineering and Computer Sciences,33,34,15,10,2,PCTAPI
6875,"HELDT, THOMAS",HELDT,THOMAS,Male,Associate,Electrical Engineering and Computer Sciences,44,35,4,16,1,PCTWHITE
9305,"HU, QING",HU,QING,Female,Professor,Electrical Engineering and Computer Sciences,149,76,57,7,2,PCTAPI
23895,"HUFNAGEL, STEFANIE S",HUFNAGEL,STEFANIE,Female,Other,Electrical Engineering and Computer Sciences,70,9,20,0,1,PCTWHITE
3680,"INDYK, PIOTR",INDYK,PIOTR,Female,Professor,Electrical Engineering and Computer Sciences,22,84,14,7,2,PCTWHITE
6035,"JACKSON, DANIEL",JACKSON,DANIEL,Male,Professor,Electrical Engineering and Computer Sciences,22,57,14,1,1,PCTBLACK
1545,"KAASHOEK, M FRANS",KAASHOEK,M,Female,Professor,Electrical Engineering and Computer Sciences,20,36,16,0,2,PCTWHITE
2150,"KAELBLING, LESLIE P",KAELBLING,LESLIE,Male,Professor,Electrical Engineering and Computer Sciences,25,56,23,0,2,PCTWHITE
1500,"KARGER, DAVID R",KARGER,DAVID,Male,Professor,Electrical Engineering and Computer Sciences,42,96,9,14,2,PCTWHITE
1490,"KATABI, DINA",KATABI,DINA,Female,Professor,Electrical Engineering and Computer Sciences,58,89,17,30,2,PCTWHITE
1950,"KELLIS, MANOLIS",KELLIS,MANOLIS,Female,Professor,Electrical Engineering and Computer Sciences,249,14,47,6,2,PCTWHITE
5785,"KIRTLEY, JAMES L",KIRTLEY,JAMES,Male,Professor,Electrical Engineering and Computer Sciences,69,71,7,11,0,PCTWHITE
1280,"KONG, JING",KONG,JING,Female,Professor,Electrical Engineering and Computer Sciences,425,48,6,32,2,PCTAPI
19135,"KRASKA, TIM",KRASKA,TIM,Male,Associate,Electrical Engineering and Computer Sciences,39,64,4,0,0,PCTWHITE
1335,"LANG, JEFFREY H",LANG,JEFFREY,Male,Professor,Electrical Engineering and Computer Sciences,69,73,8,19,3,PCTWHITE
2715,"LEE, HAE-SEUNG",LEE,HAE-SEUNG,Female,Professor,Electrical Engineering and Computer Sciences,184,44,2,8,1,PCTWHITE
1370,"LEEB, STEVEN B",LEEB,STEVEN,Male,Professor,Electrical Engineering and Computer Sciences,68,58,22,11,2,PCTWHITE
1370,"LEEB, STEVEN B",LEEB,STEVEN,Male,Professor,Mechanical Engineering,68,58,22,11,2,PCTWHITE
1185,"LEISERSON, CHARLES E",LEISERSON,CHARLES,Male,Professor,Electrical Engineering and Computer Sciences,22,42,20,13,2,PCTWHITE
4795,"LOZANO-PEREZ, TOMAS",LOZANO-PEREZ,TOMAS,Female,Professor,Electrical Engineering and Computer Sciences,16,49,5,0,2,PCTWHITE
